Simbad query to list nearest stars (with V magnitude < = 15):
  SELECT TOP 100 basic.OID, main_id, RA, DEC, plx_value, V
  FROM basic JOIN allfluxes ON oidref = oid
  WHERE (plx_value > 100) AND (V <= 15)
  ORDER BY plx_value DESC;
Columns:
  okay = 0 if part of visual binary system, 1 if good navigation candidate
  oid = Simbad object ID
  ra = right ascension (deg)
  dec = declination (deg)
  plx = parallax (mas) (reciprocal is distance in pc)
  vmag = V magnitude
  main_id = Simbad main_id
-----------------------
1, 3379714, 217.42894222160578, -62.67949018907555, 768.0665, 11.130000114440918, NAME Proxima Centauri
0, 3396059, 219.9020833333333, -60.83397222222223, 750.81, -0.10000000149011612, * alf Cen
0, 3396297, 219.89609628987276, -60.83752756558407, 742.12, 1.3300000429153442, * alf Cen B
0, 3396054, 219.90205833170774, -60.83399268831004, 742.12, 0.009999999776482582, * alf Cen A
1, 2669393, 269.4520769586187, 4.693364966576667, 546.9759, 9.51099967956543, NAME Barnard's star
1, 1769389, 164.1205036259475, 7.014723134801666, 415.1794, 13.506999969482422, Wolf  359
1, 1764001, 165.8341450816425, 35.96988227279361, 392.7529, 7.519999980926514, HD  95735
0, 8399845, 101.28715533333335, -16.71611586111111, 379.21, -1.4600000381469727, * alf CMa
1, 1297617, 24.756053899999998, -17.950568099999998, 375.0, 12.079999923706055, G 272-61
0, 930049, 101.28876746876543, -16.716867983351943, 374.4896, 8.4399995803833, * alf CMa B
1, 2523169, 282.45568240083537, -23.83623538204166, 336.0266, 10.430000305175781, CD-23 14742
1, 643684, 53.23268537982792, -9.458260970518056, 310.5773, 3.7300000190734863, * eps Eri
1, 1191721, 346.4668157737879, -35.85307088473306, 304.1354, 7.389999866485596, HD 217987
1, 1847655, 176.93498861725834, 0.8045556493308333, 296.3053, 11.152999877929688, Ross  128
1, 1302062, 339.6399, -15.2999325, 293.6, 12.380000114440918, V* EZ Aqr
0, 676, 316.7302660185276, 38.74204403329556, 286.0054, 6.03000020980835, *  61 Cyg B
0, 837, 316.7247482895925, 38.74941731943694, 285.9949, 5.210000038146973, *  61 Cyg A
1, 988145, 114.82549790798149, 5.224987557059477, 284.56, 0.3700000047683716, * alf CMi
0, 286870, 280.6946016085025, 59.63039151279416, 283.8401, 8.930000305175781, HD 173739
0, 286486, 280.6953944644875, 59.6268669892814, 283.8378, 9.779999732971191, HD 173740
0, 1588878, 4.5953540832, 44.02295498655222, 280.7068, 8.140000343322754, HD   1326
0, 1588880, 4.607604753587916, 44.02724789773806, 280.6947, 11.039999961853027, HD   1326B
1, 3387848, 330.8402234423433, -56.785978554364995, 274.8431, 4.690000057220459, * eps Ind
1, 1298185, 26.01701307163417, -15.93747989102139, 273.8097, 3.5, * tau Cet
1, 2984511, 53.998746505525006, -44.51270300849139, 272.1615, 13.069999694824219, L  372-58
1, 11684871, 18.127653677659172, -16.998988336544166, 269.0573, 12.074000358581543, V* YZ Cet
1, 971564, 111.85207903566794, 5.225789303071388, 264.1269, 9.871999740600586, BD+05  1668
1, 2966222, 77.91912433145708, -45.01843381524333, 254.1986, 8.852999687194824, HD  33793
1, 3501159, 319.3136211170721, -38.86736220516139, 251.9124, 6.679999828338623, V* AX Mic
1, 5610039, 336.9981564512275, 57.69502237771611, 249.3926, 11.40999984741211, HD 239960A
1, 893443, 97.34746465634959, -2.8135566419502775, 242.9659, 11.071000099182129, Ross  614
1, 2579726, 247.57524331140954, -12.662589227147778, 232.139, 10.071999549865723, BD-12  4523
1, 11681461, 12.291243072220414, 5.388609396929721, 231.78, 12.37399959564209, Wolf   28
1, 1195136, 1.3517851465737503, -37.35736331430695, 230.097, 8.562000274658203, HD 225213
1, 1455439, 30.053984665969573, 13.051944602566945, 223.7321, 12.29800033569336, V* TZ Ari
1, 3525635, 262.16643990898785, -46.89519113774277, 219.6463, 9.406999588012695, CD-46 11540
1, 3269812, 176.42882056099126, -64.84151721050888, 215.6753, 11.512999534606934, LAWD 37
0, 152763, 298.4797520974621, 44.41504090445889, 214.5745, 13.989999771118164, G 208-45
1, 11674865, 343.31971909853587, -14.26369557005139, 214.038, 10.192000389099121, BD-15  6290
0, 152764, 298.4770088165204, 44.41426154563861, 213.1329, 13.12600040435791, G 208-44
1, 3205266, 161.08847046423625, -61.20979871122639, 206.9698, 13.920000076293945, L  143-23
1, 1344702, 1.6799888292112501, -7.538060861407779, 206.35, 13.836999893188477, G 158-27
1, 572410, 152.8422497884929, 49.4542363908575, 205.3148, 6.610000133514404, HD  88230
1, 1779914, 166.37868992532916, 43.521634777107494, 203.8323, 14.449999809265137, BD+44  2051B
1, 1710375, 154.90117007551083, 19.87000290182528, 201.4064, 9.520000457763672, V* AD Leo
1, 3436260, 323.3915629966566, -49.008999840841106, 201.3252, 8.67199993133545, HD 204961
1, 1304634, 3.8671287410784307, -16.13378620354036, 200.53, 11.482999801635742, G 158-50
1, 11684206, 264.26527273611407, -44.31921291471444, 199.6944, 10.946000099182129, CD-44 11909
0, 701944, 63.84081549227875, -7.658112218552501, 199.6911, 9.529999732971191, * omi02 Eri B
1, 702026, 63.817998412477074, -7.652869660838334, 199.608, 4.429999828338623, * omi02 Eri
0, 701829, 63.83973332536918, -7.655748493915556, 199.4516, 11.170000076293945, * omi02 Eri C
1, 4505, 341.70721358761165, 44.33399288376722, 197.9573, 10.260000228881836, V* EV Lac
0, 2654591, 271.363688269495, 2.5000988299620857, 196.72, 4.03000020980835, *  70 Oph
0, 1125675, 134.56311721624292, 19.762732423316113, 196.2619, 13.75, G   9-38B
